school_id,name,source,school_type,ownership,state,lon,lat,enrolment,teachers,teacher_student_ratio,performance_score,performance_class,dropout_rate,dropout_risk,facilities_score,internet_access,electricity,toilets_per_100,dist_to_town_km,socioeconomic_idx,waec_pass_rate,urban_weight,poverty_index,literacy_rate,pred_score,pred_perf_cls,pred_dropout,perf_color,drop_color
106,Zion Faith Group Of Schools,OSM,Primary,Private,Edo,5.630385,6.327763,566,10,0.0177,59.1,Medium,20.81,Medium Risk,6.3,1,0,3.51,0.12,0.7256,73.36,0.62,0.28,0.82,65.86,High,Medium Risk,#1a9850,#fc8d59
107,Omupo Grammar School,OSM,Primary,Public,Kwara,4.783344,8.282392,490,11,0.0224,58.39,Medium,28.75,High Risk,4.76,0,1,3.05,7.82,0.3946,75.61,0.5,0.4,0.72,57.87,Medium,High Risk,#fee08b,#d73027
108,St Michael Primary School,OSM,Primary,Mission/Faith-based,Kwara,4.790758,8.277577,265,7,0.0264,44.16,Low,23.05,Medium Risk,5.42,0,1,2.96,4.3,0.6108,61.37,0.5,0.4,0.72,58.72,Medium,High Risk,#fee08b,#d73027
109,LGEA Muslim Pry School,OSM,Primary,Private,Kwara,4.798947,8.27178,464,9,0.0194,52.27,Medium,27.34,High Risk,7.39,1,1,2.9,1.3,0.7668,58.66,0.5,0.4,0.72,62.95,Medium,Medium Risk,#fee08b,#fc8d59
110,Sheik Muhammad Awwal School,OSM,Primary,Public,Kwara,4.793081,8.275467,331,4,0.0121,61.62,Medium,33.35,High Risk,3.1,0,0,2.64,4.6,0.7178,54.28,0.5,0.4,0.72,61.31,Medium,High Risk,#fee08b,#d73027
111,Oyelagbawo Grammar School,OSM,Primary,Mission/Faith-based,Kwara,4.815579,8.327702,741,17,0.0229,67.11,Medium,33.17,High Risk,3.14,0,1,2.21,1.3,0.6589,87.43,0.5,0.4,0.72,60.61,Medium,High Risk,#fee08b,#d73027
112,LGEA Primary School,OSM,Junior Secondary,Public,Kwara,4.804004,8.298061,342,10,0.0292,48.57,Low,37.49,High Risk,5.9,0,0,2.35,1.64,0.7686,72.38,0.5,0.4,0.72,57.76,Medium,High Risk,#fee08b,#d73027
113,LGEA Primary School,OSM,Primary,Public,Kwara,4.830122,8.320733,584,13,0.0223,41.14,Low,38.32,High Risk,4.52,0,0,1.94,8.26,0.5917,62.18,0.5,0.4,0.72,57.21,Medium,High Risk,#fee08b,#d73027
114,Arisen Grace & Faith Schools,OSM,Tertiary,Private,Edo,5.632016,6.329559,1839,148,0.0805,85.65,High,22.88,Medium Risk,6.08,1,1,2.3,1.13,0.9876,62.97,0.62,0.28,0.82,79.26,High,Medium Risk,#1a9850,#fc8d59
115,Asoro Primary School,OSM,Tertiary,Public,Edo,5.625821,6.330585,1235,63,0.051,74.39,High,27.25,High Risk,5.58,0,0,2.75,0.58,0.7571,93.63,0.62,0.28,0.82,71.43,High,Medium Risk,#1a9850,#fc8d59
116,Greater Tomorrow Group of Schools,OSM,Senior Secondary,Private,Edo,5.605015,6.301399,362,18,0.0497,72.87,High,14.09,Medium Risk,6.48,0,1,2.75,1.41,0.8314,90.37,0.62,0.28,0.82,67.64,High,Medium Risk,#1a9850,#fc8d59
117,Nigeria Prisons Staff Nursery/Primary/Secondary School,OSM,Primary,Public,Edo,5.595481,6.294637,236,6,0.0254,86.44,High,27.46,High Risk,7.06,1,1,3.25,0.1,0.8648,55.62,0.62,0.28,0.82,68.09,High,Medium Risk,#1a9850,#fc8d59
118,Word Sworth Gifted School,OSM,Tertiary,Public,Edo,5.607627,6.299001,1778,88,0.0495,73.83,High,17.06,Medium Risk,3.33,1,0,2.39,1.62,0.637,52.93,0.62,0.28,0.82,69.0,High,Medium Risk,#1a9850,#fc8d59
119,Firm Foundation Adult Education Center,OSM,Primary,Public,Edo,5.63212,6.336164,382,5,0.0131,71.77,High,25.48,High Risk,3.0,0,1,1.22,1.93,0.8987,60.93,0.62,0.28,0.82,61.89,Medium,Medium Risk,#fee08b,#fc8d59
120,Harvesters Int'l Theological Seminary,OSM,Primary,Public,Edo,5.626379,6.331398,792,20,0.0253,66.22,Medium,20.28,Medium Risk,8.22,0,0,3.75,0.63,0.7813,89.21,0.62,0.28,0.82,68.44,High,Medium Risk,#1a9850,#fc8d59
121,Igbesamwan Model Primary School,OSM,Primary,Public,Edo,5.631593,6.333199,643,15,0.0233,76.07,High,27.04,High Risk,3.41,1,1,2.09,0.19,0.83,49.04,0.62,0.28,0.82,65.6,High,Medium Risk,#1a9850,#fc8d59
122,OLA Nursery And Primary,OSM,Junior Secondary,Mission/Faith-based,Edo,5.615324,6.325865,368,15,0.0408,87.04,High,18.79,Medium Risk,4.79,0,1,1.98,1.7,0.6567,74.75,0.62,0.28,0.82,63.89,High,Medium Risk,#1a9850,#fc8d59
123,Oba Ewuare College,OSM,Primary,Public,Edo,5.601179,6.296694,421,14,0.0333,41.95,Low,25.33,High Risk,4.43,0,0,1.59,0.41,0.7628,90.38,0.62,0.28,0.82,60.79,Medium,Medium Risk,#fee08b,#fc8d59
124,Oredo Girls Junior/ Senior Secondary School,OSM,Primary,Public,Edo,5.629839,6.323529,520,13,0.025,30.24,Low,23.25,Medium Risk,4.22,0,1,2.58,2.78,0.8173,71.34,0.62,0.28,0.82,65.5,Medium,Medium Risk,#fee08b,#fc8d59
125,Oza Primary School,OSM,Primary,Public,Edo,5.629848,6.332929,361,8,0.0222,68.96,Medium,21.99,Medium Risk,6.5,1,0,2.4,0.14,0.7294,69.31,0.62,0.28,0.82,69.72,High,Medium Risk,#1a9850,#fc8d59
126,Prime Meridian School,OSM,Primary,Mission/Faith-based,Edo,5.611681,6.307295,506,10,0.0198,43.55,Low,19.27,Medium Risk,5.23,0,1,2.8,1.09,0.8705,55.73,0.62,0.28,0.82,66.49,High,Medium Risk,#1a9850,#fc8d59
127,Royal Foundation School,OSM,Tertiary,Public,Edo,5.607564,6.312948,915,58,0.0634,54.7,Medium,36.62,High Risk,2.7,1,1,2.62,0.51,0.8453,62.78,0.62,0.28,0.82,67.52,High,Medium Risk,#1a9850,#fc8d59
128,ST. Mary Dedication Education Centre,OSM,Junior Secondary,Public,Edo,5.617372,6.321911,322,11,0.0342,69.25,Medium,31.82,High Risk,3.52,1,0,0.74,3.79,0.7372,98.0,0.62,0.28,0.82,68.55,Medium,Medium Risk,#fee08b,#fc8d59
129,Sunset Academy,OSM,Primary,Private,Edo,5.606479,6.308145,397,11,0.0277,87.47,High,19.8,Medium Risk,5.66,1,1,2.23,2.83,0.6374,80.94,0.62,0.28,0.82,68.25,High,Medium Risk,#1a9850,#fc8d59
130,The Jesus Missionary International School,OSM,Senior Secondary,Private,Edo,5.631078,6.33284,276,12,0.0435,74.51,High,19.98,Medium Risk,7.95,1,1,3.05,0.22,0.8858,87.1,0.62,0.28,0.82,70.67,High,Medium Risk,#1a9850,#fc8d59
131,Unique Touch School,OSM,Primary,Private,Edo,5.597788,6.310389,246,7,0.0285,75.05,High,26.71,High Risk,5.95,1,1,3.33,2.38,0.7176,94.97,0.62,0.28,0.82,67.41,High,Medium Risk,#1a9850,#fc8d59
132,Wilbraham Nursery/ pry School,OSM,Senior Secondary,Mission/Faith-based,Edo,5.601133,6.314507,278,9,0.0324,53.24,Medium,25.6,High Risk,4.02,0,0,2.41,1.41,0.774,76.31,0.62,0.28,0.82,64.72,Medium,Medium Risk,#fee08b,#fc8d59
133,Kawo Primary,OSM,Tertiary,Private,Kano,8.571814,11.981857,913,56,0.0613,61.75,Medium,39.75,High Risk,5.44,1,0,2.45,17.68,0.5294,59.33,0.6,0.55,0.65,55.62,Medium,High Risk,#fee08b,#d73027
134,None,OSM,Primary,Private,Lagos,3.340141,6.59673,634,24,0.0379,66.12,Medium,15.84,Medium Risk,9.1,1,1,3.97,3.52,0.8751,82.91,0.95,0.12,0.92,74.73,High,Low Risk,#1a9850,#1a9850
135,None,OSM,Junior Secondary,Private,Gombe,11.17116,10.260582,271,8,0.0295,48.0,Low,35.89,High Risk,5.82,0,1,3.29,14.73,0.5004,60.56,0.4,0.58,0.52,48.69,Low,High Risk,#d73027,#d73027
136,Autie Rose Foundation Group of Schools,OSM,Junior Secondary,Public,Edo,5.602508,6.341814,237,10,0.0422,59.12,Medium,23.96,Medium Risk,4.52,0,1,2.67,2.06,0.7946,98.0,0.62,0.28,0.82,67.14,High,Medium Risk,#1a9850,#fc8d59
137,Ezomo Primary School,OSM,Primary,Public,Edo,5.600526,6.342365,562,16,0.0285,68.91,Medium,26.62,High Risk,3.31,0,1,2.58,1.64,0.7687,54.9,0.62,0.28,0.82,64.0,Medium,Medium Risk,#fee08b,#fc8d59
138,Word of Faith Group of Schools,OSM,Primary,Private,Edo,5.602443,6.341201,199,6,0.0302,64.28,Medium,19.63,Medium Risk,6.29,1,0,2.97,2.8,0.8709,71.62,0.62,0.28,0.82,67.69,High,Medium Risk,#1a9850,#fc8d59
139,Faithland group of school,OSM,Primary,Private,Edo,5.593622,6.328991,539,12,0.0223,59.77,Medium,19.54,Medium Risk,6.6,1,1,2.67,0.71,0.887,66.56,0.62,0.28,0.82,65.96,High,Medium Risk,#1a9850,#fc8d59
140,Franej group of school,OSM,Primary,Mission/Faith-based,Edo,5.591752,6.325886,551,19,0.0345,75.53,High,24.04,Medium Risk,4.97,0,1,2.41,1.75,0.7086,70.06,0.62,0.28,0.82,63.35,High,Medium Risk,#1a9850,#fc8d59
141,Young scholars academy school,OSM,Senior Secondary,Public,Edo,5.593737,6.32563,329,15,0.0456,72.54,High,36.9,High Risk,4.14,0,1,1.41,4.46,0.9925,52.82,0.62,0.28,0.82,65.88,Medium,Medium Risk,#fee08b,#fc8d59
142,Pame Group of Schools,OSM,Junior Secondary,Public,Edo,5.611326,6.340536,253,10,0.0395,53.11,Medium,23.52,Medium Risk,8.38,0,1,3.09,2.72,1.0,71.13,0.62,0.28,0.82,67.27,High,Medium Risk,#1a9850,#fc8d59
143,Unival Computer School,OSM,Primary,Public,Edo,5.611569,6.343541,433,5,0.0115,62.06,Medium,12.65,Medium Risk,2.87,1,1,2.45,0.1,0.8904,60.86,0.62,0.28,0.82,66.11,High,Medium Risk,#1a9850,#fc8d59
144,Uyiosa Nursery/Primary School,OSM,Junior Secondary,Public,Edo,5.61132,6.339782,386,13,0.0337,55.35,Medium,22.86,Medium Risk,4.65,1,0,2.03,1.36,0.7421,59.73,0.62,0.28,0.82,67.08,Medium,Medium Risk,#fee08b,#fc8d59
145,Diamond care nursery and primary school,OSM,Primary,Public,Edo,5.599496,6.325968,605,16,0.0264,73.96,High,30.88,High Risk,4.4,1,1,2.45,1.85,0.7112,74.66,0.62,0.28,0.82,66.5,High,Medium Risk,#1a9850,#fc8d59
146,Southern Academy,OSM,Primary,Public,Edo,5.598352,6.330778,373,9,0.0241,82.96,High,20.29,Medium Risk,4.79,0,1,2.13,2.27,0.8996,43.51,0.62,0.28,0.82,66.71,High,Medium Risk,#1a9850,#fc8d59
147,Young ScholarAcademy Secondry School,OSM,Primary,Private,Edo,5.598731,6.329575,521,17,0.0326,75.28,High,22.02,Medium Risk,4.91,1,1,2.54,0.7,1.0,72.24,0.62,0.28,0.82,66.84,High,Medium Risk,#1a9850,#fc8d59
148,Dadu primary school,OSM,Primary,Public,Edo,5.596054,6.334318,228,7,0.0307,74.97,High,30.73,High Risk,4.16,0,1,3.22,0.73,0.7554,91.02,0.62,0.28,0.82,66.41,High,Medium Risk,#1a9850,#fc8d59
149,Amazing grace nur/pry,OSM,Senior Secondary,Private,Edo,5.608583,6.333695,154,5,0.0325,48.67,Low,25.66,High Risk,8.17,1,1,3.7,1.13,0.6856,73.07,0.62,0.28,0.82,70.48,High,Medium Risk,#1a9850,#fc8d59
150,KDG Consultant (HR training),OSM,Primary,Private,Edo,5.608862,6.334076,302,11,0.0364,68.89,Medium,15.65,Medium Risk,8.07,1,1,3.92,8.85,0.9711,72.59,0.62,0.28,0.82,70.6,High,Medium Risk,#1a9850,#fc8d59
151,Malachi Memorial school,OSM,Primary,Public,Edo,5.607385,6.330703,493,12,0.0243,63.47,Medium,24.72,Medium Risk,4.99,1,1,2.31,2.82,0.6016,64.2,0.62,0.28,0.82,68.4,High,Medium Risk,#1a9850,#fc8d59
152,Newsky international secondary school,OSM,Senior Secondary,Public,Edo,5.597325,6.347597,299,12,0.0401,67.57,Medium,28.77,High Risk,4.96,1,1,2.72,1.56,0.8003,51.82,0.62,0.28,0.82,66.98,High,Medium Risk,#1a9850,#fc8d59
153,Legacy Nursery & Primary School,OSM,Primary,Private,Edo,5.601228,6.323932,463,17,0.0367,57.94,Medium,14.62,Medium Risk,6.37,1,0,2.54,1.63,0.8781,52.15,0.62,0.28,0.82,68.04,High,Medium Risk,#1a9850,#fc8d59
154,Pencil Nursery/ Primary,OSM,Primary,Public,Edo,5.604558,6.334411,465,21,0.0452,68.2,Medium,28.24,High Risk,3.28,1,1,2.4,1.29,0.6295,73.13,0.62,0.28,0.82,66.87,High,Medium Risk,#1a9850,#fc8d59
155,Omo group of schools,OSM,Tertiary,Mission/Faith-based,Edo,5.628951,6.32689,1410,112,0.0794,66.36,Medium,25.59,High Risk,6.06,0,1,2.53,1.24,0.7807,75.38,0.62,0.28,0.82,73.08,High,Medium Risk,#1a9850,#fc8d59
156,Eware Primary School,OSM,Senior Secondary,Public,Edo,5.6088,6.344436,185,5,0.027,72.38,High,19.75,Medium Risk,1.92,0,0,3.45,7.9,0.9014,64.47,0.62,0.28,0.82,66.85,High,Medium Risk,#1a9850,#fc8d59
157,Legend School,OSM,Senior Secondary,Public,Edo,5.609962,6.343104,404,15,0.0371,63.08,Medium,28.64,High Risk,6.11,1,1,2.82,2.33,0.8772,86.04,0.62,0.28,0.82,67.8,High,Medium Risk,#1a9850,#fc8d59
158,Royal Kiddies Academy,OSM,Primary,Public,Edo,5.60782,6.345021,647,16,0.0247,53.97,Medium,21.1,Medium Risk,6.55,1,1,3.07,2.68,0.8335,80.25,0.62,0.28,0.82,65.75,Medium,Medium Risk,#fee08b,#fc8d59
159,Unibound International Group of School,OSM,Primary,Private,Edo,5.607209,6.34398,587,21,0.0358,77.71,High,22.08,Medium Risk,6.59,1,1,2.38,1.05,0.7629,71.29,0.62,0.28,0.82,66.09,High,Medium Risk,#1a9850,#fc8d59
160,Ighile Group of Schools,OSM,Primary,Private,Edo,5.590838,6.32888,497,16,0.0322,65.14,Medium,18.5,Medium Risk,7.61,1,1,3.49,1.03,0.6822,68.07,0.62,0.28,0.82,69.54,High,Medium Risk,#1a9850,#fc8d59
161,Southern Academy School,OSM,Primary,Private,Edo,5.59397,6.330872,472,15,0.0318,67.36,Medium,22.72,Medium Risk,7.58,0,1,2.4,2.09,0.48,82.28,0.62,0.28,0.82,64.38,High,Medium Risk,#1a9850,#fc8d59
162,Okai Primary School,OSM,Junior Secondary,Private,Edo,5.616696,6.335965,370,11,0.0297,80.39,High,15.38,Medium Risk,6.98,1,1,3.58,2.99,0.7794,52.98,0.62,0.28,0.82,69.31,High,Medium Risk,#1a9850,#fc8d59
163,God's Path Schools,OSM,Primary,Public,Edo,5.602152,6.344241,422,12,0.0284,54.83,Medium,28.21,High Risk,4.19,1,1,2.34,0.13,0.8645,56.51,0.62,0.28,0.82,66.32,High,Medium Risk,#1a9850,#fc8d59
164,Man Prof High School,OSM,Primary,Public,Edo,5.600969,6.345285,311,7,0.0225,58.99,Medium,28.55,High Risk,4.89,0,1,2.95,6.65,0.8085,60.78,0.62,0.28,0.82,64.77,High,Medium Risk,#1a9850,#fc8d59
165,Rokibet Nursery and Primary School,OSM,Primary,Public,Edo,5.604342,6.343299,685,24,0.035,76.28,High,30.71,High Risk,3.54,1,0,2.74,2.07,0.7681,62.77,0.62,0.28,0.82,65.97,High,Medium Risk,#1a9850,#fc8d59
166,Ann Marie Memorial School,OSM,Tertiary,Public,Edo,5.597777,6.322651,795,18,0.0226,64.09,Medium,17.24,Medium Risk,6.98,0,1,2.74,2.14,0.8859,68.38,0.62,0.28,0.82,66.96,High,Medium Risk,#1a9850,#fc8d59
167,Christ The Shepherd International School,OSM,Primary,Private,Edo,5.599227,6.323771,283,9,0.0318,75.22,High,15.57,Medium Risk,8.24,1,0,2.46,0.44,0.7491,88.57,0.62,0.28,0.82,69.59,High,Medium Risk,#1a9850,#fc8d59
168,Chinel University Academy,OSM,Primary,Public,Edo,5.598684,6.338301,498,10,0.0201,73.59,High,20.06,Medium Risk,2.84,1,1,1.5,1.07,0.5258,66.65,0.62,0.28,0.82,66.55,High,Medium Risk,#1a9850,#fc8d59
169,Colombia Academy,OSM,Primary,Public,Edo,5.59592,6.337641,490,13,0.0265,64.97,Medium,26.69,High Risk,6.71,0,1,2.48,7.46,0.8493,78.4,0.62,0.28,0.82,66.42,High,Medium Risk,#1a9850,#fc8d59
170,Victory Group of School,OSM,Primary,Public,Edo,5.595709,6.338887,506,20,0.0395,49.83,Low,15.27,Medium Risk,6.61,0,0,2.15,0.1,0.7993,73.18,0.62,0.28,0.82,64.37,High,Medium Risk,#1a9850,#fc8d59
171,Precious Group of School,OSM,Senior Secondary,Public,Edo,5.609282,6.342412,172,5,0.0291,63.46,Medium,15.88,Medium Risk,4.08,0,0,2.3,3.08,0.7841,72.98,0.62,0.28,0.82,64.56,Medium,Medium Risk,#fee08b,#fc8d59
172,Precious Group of School,OSM,Tertiary,Public,Edo,5.609976,6.342783,861,40,0.0465,66.2,Medium,22.26,Medium Risk,5.71,1,0,3.35,2.02,0.9401,54.29,0.62,0.28,0.82,68.39,High,Medium Risk,#1a9850,#fc8d59
173,Modellink Group Of School,OSM,Primary,Public,Edo,5.608675,6.348962,461,14,0.0304,76.55,High,23.64,Medium Risk,3.49,0,1,2.12,0.55,0.9844,69.62,0.62,0.28,0.82,64.67,Medium,Medium Risk,#fee08b,#fc8d59
174,Oliha Primary School,OSM,Primary,Public,Edo,5.605774,6.349504,468,17,0.0363,38.16,Low,30.35,High Risk,4.82,1,1,1.85,3.71,0.7391,78.35,0.62,0.28,0.82,67.62,High,Medium Risk,#1a9850,#fc8d59
175,St Paul's Primary School,OSM,Tertiary,Public,Edo,5.615323,6.328949,739,45,0.0609,94.99,High,15.93,Medium Risk,5.37,1,0,2.59,4.77,0.8246,69.81,0.62,0.28,0.82,72.56,High,Medium Risk,#1a9850,#fc8d59
176,St Daniel Group Of School,OSM,Senior Secondary,Public,Edo,5.615401,6.33655,458,17,0.0371,73.34,High,17.47,Medium Risk,5.47,0,1,1.99,0.1,0.657,78.59,0.62,0.28,0.82,63.42,High,Medium Risk,#1a9850,#fc8d59
177,Faith In God Nursery and Primary School,OSM,Primary,Private,Edo,5.631513,6.344632,429,13,0.0303,65.46,Medium,19.23,Medium Risk,5.43,1,1,2.76,5.04,0.7171,98.0,0.62,0.28,0.82,67.39,High,Medium Risk,#1a9850,#fc8d59
178,Mega Montessori nusery and primary school,OSM,Primary,Private,Edo,5.627792,6.339011,241,8,0.0332,62.48,Medium,23.68,Medium Risk,8.69,1,1,2.62,5.01,0.7834,65.21,0.62,0.28,0.82,69.01,High,Medium Risk,#1a9850,#fc8d59
179,Peak Foundation school,OSM,Primary,Public,Edo,5.626329,6.33959,438,14,0.032,65.97,Medium,26.4,High Risk,5.95,0,1,4.01,0.87,0.7631,83.34,0.62,0.28,0.82,62.0,Medium,Medium Risk,#fee08b,#fc8d59
180,Dynanic Schools,OSM,Senior Secondary,Public,Edo,5.618611,6.351724,184,7,0.038,49.67,Low,25.08,High Risk,4.58,1,1,2.64,5.65,0.5216,72.5,0.62,0.28,0.82,66.61,High,Medium Risk,#1a9850,#fc8d59
181,Ihogbe College,OSM,Senior Secondary,Private,Edo,5.61726,6.350532,410,12,0.0293,78.86,High,24.87,Medium Risk,6.79,1,1,3.38,0.1,0.8168,72.21,0.62,0.28,0.82,67.94,High,Medium Risk,#1a9850,#fc8d59
182,Solid Foundation School,OSM,Primary,Public,Edo,5.619006,6.337373,401,11,0.0274,51.65,Medium,17.63,Medium Risk,6.95,0,1,3.3,0.72,0.9014,54.8,0.62,0.28,0.82,65.59,High,Medium Risk,#1a9850,#fc8d59
183,Emokpac Primary School,OSM,Senior Secondary,Public,Edo,5.624717,6.339567,372,13,0.0349,57.53,Medium,30.89,High Risk,4.23,1,1,2.46,0.37,0.8238,90.54,0.62,0.28,0.82,66.76,High,Medium Risk,#1a9850,#fc8d59
184,Fabiye Apatha Primary School,OSM,Tertiary,Public,Edo,5.624048,6.345962,1549,53,0.0342,83.32,High,19.13,Medium Risk,5.17,1,1,2.06,5.4,0.8355,82.83,0.62,0.28,0.82,71.29,High,Medium Risk,#1a9850,#fc8d59
185,Gius Obaseki Group of Schools,OSM,Junior Secondary,Public,Edo,5.628963,6.346344,372,14,0.0376,72.69,High,25.26,High Risk,4.32,1,1,2.63,7.68,0.826,81.2,0.62,0.28,0.82,66.86,High,Medium Risk,#1a9850,#fc8d59
186,St. Peters Anglican Daycare Nursry/Primary School,OSM,Junior Secondary,Public,Edo,5.622531,6.344147,350,14,0.04,51.6,Medium,22.24,Medium Risk,4.06,1,0,3.03,0.1,0.6302,64.16,0.62,0.28,0.82,66.02,Medium,Medium Risk,#fee08b,#fc8d59
187,United Baptist Grammar School,OSM,Junior Secondary,Private,Edo,5.624172,6.340169,398,14,0.0352,70.78,High,16.74,Medium Risk,6.27,1,1,2.89,0.28,0.6703,64.34,0.62,0.28,0.82,67.62,High,Medium Risk,#1a9850,#fc8d59
188,Universal Basic Education,OSM,Senior Secondary,Private,Edo,5.624489,6.338757,252,12,0.0476,84.04,High,29.94,High Risk,6.07,1,1,2.79,0.73,0.907,56.79,0.62,0.28,0.82,69.42,High,Medium Risk,#1a9850,#fc8d59
189,Word of God Group of Schools,OSM,Primary,Private,Edo,5.624274,6.341614,400,10,0.025,62.26,Medium,24.13,Medium Risk,4.95,1,1,3.11,5.78,0.9207,96.72,0.62,0.28,0.82,66.2,High,Medium Risk,#1a9850,#fc8d59
190,Emotan College,OSM,Junior Secondary,Public,Edo,5.619505,6.346865,496,15,0.0302,61.17,Medium,20.51,Medium Risk,5.64,1,1,2.6,0.4,0.9334,60.32,0.62,0.28,0.82,66.49,High,Medium Risk,#1a9850,#fc8d59
191,Idia College,OSM,Junior Secondary,Public,Edo,5.621606,6.345265,244,5,0.0205,54.76,Medium,20.25,Medium Risk,3.74,0,0,1.75,1.85,0.7737,72.31,0.62,0.28,0.82,62.06,Medium,Medium Risk,#fee08b,#fc8d59
192,Spring Com Computer School,OSM,Primary,Public,Edo,5.619761,6.341174,695,26,0.0374,78.98,High,28.89,High Risk,3.44,0,0,1.73,5.86,0.7605,73.67,0.62,0.28,0.82,68.66,High,Medium Risk,#1a9850,#fc8d59
193,Ivbiore Primary School,OSM,Junior Secondary,Private,Edo,5.613491,6.343435,267,13,0.0487,71.23,High,17.83,Medium Risk,7.48,1,0,2.97,0.42,0.6956,77.41,0.62,0.28,0.82,67.92,High,Medium Risk,#1a9850,#fc8d59
194,Old Edo College,OSM,Junior Secondary,Mission/Faith-based,Edo,5.618414,6.343072,196,6,0.0306,84.83,High,20.16,Medium Risk,7.75,0,1,3.74,2.5,0.8179,78.04,0.62,0.28,0.82,63.48,High,Medium Risk,#1a9850,#fc8d59
195,Ore-Oghene Primary School,OSM,Primary,Public,Edo,5.613908,6.34562,398,8,0.0201,85.16,High,22.31,Medium Risk,4.25,0,0,2.47,3.27,0.642,72.62,0.62,0.28,0.82,65.19,Medium,Medium Risk,#fee08b,#fc8d59
197,Academy Of Leadership & Enterprise,OSM,Primary,Public,Enugu,7.50298,6.465779,403,15,0.0372,82.19,High,24.6,Medium Risk,5.14,0,1,1.87,5.07,0.8499,53.6,0.52,0.3,0.82,66.81,High,Medium Risk,#1a9850,#fc8d59
198,All Saints Ekulu Nursery & Primary School,OSM,Primary,Public,Enugu,7.484622,6.45407,658,19,0.0289,73.91,High,27.02,High Risk,4.39,0,1,2.77,2.35,0.7249,71.03,0.52,0.3,0.82,63.73,Medium,Medium Risk,#fee08b,#fc8d59
199,Cocci International Secondary School,OSM,Senior Secondary,Private,Enugu,7.51449,6.483071,336,11,0.0327,77.03,High,26.31,High Risk,4.7,1,0,2.06,0.65,0.7045,94.2,0.52,0.3,0.82,68.49,Medium,Medium Risk,#fee08b,#fc8d59
200,ESUT Medicine Student's Hostel,OSM,Primary,Private,Enugu,7.495811,6.462455,413,14,0.0339,41.83,Low,14.15,Medium Risk,5.5,1,0,1.68,3.89,0.4759,72.45,0.52,0.3,0.82,67.99,High,Medium Risk,#1a9850,#fc8d59
201,ESUTH Pediatrics Emergency,OSM,Junior Secondary,Private,Enugu,7.494273,6.461448,465,17,0.0366,74.69,High,10.9,Low Risk,8.41,0,1,2.89,8.05,0.6547,81.84,0.52,0.3,0.82,65.21,Medium,Medium Risk,#fee08b,#fc8d59
202,"Eye Theatre/Clinic, Children Out Patient Clinic/Gynae Ward, Enugu State Teaching Hospital",OSM,Primary,Public,Enugu,7.493526,6.461798,388,9,0.0232,53.8,Medium,18.77,Medium Risk,4.94,0,1,2.51,11.22,0.7901,80.57,0.52,0.3,0.82,64.55,Medium,Medium Risk,#fee08b,#fc8d59
203,Fountain Comprehensive College,OSM,Primary,Private,Enugu,7.506913,6.476999,373,7,0.0188,97.04,High,26.37,High Risk,6.25,1,0,2.9,4.63,0.753,84.67,0.52,0.3,0.82,70.36,High,Medium Risk,#1a9850,#fc8d59
204,"Goddip Nursery, Primary & Secondary School",OSM,Primary,Private,Enugu,7.511708,6.479255,604,20,0.0331,82.53,High,22.35,Medium Risk,7.45,1,0,2.88,17.07,0.8435,94.8,0.52,0.3,0.82,72.12,High,Medium Risk,#1a9850,#fc8d59
205,Good Hope Stars Schools,OSM,Senior Secondary,Public,Enugu,7.495831,6.465915,262,11,0.042,59.55,Medium,21.1,Medium Risk,6.55,0,1,2.83,5.3,0.7483,65.72,0.52,0.3,0.82,65.74,High,Medium Risk,#1a9850,#fc8d59
206,Graceland Private School,OSM,Junior Secondary,Public,Enugu,7.500532,6.459873,239,7,0.0293,63.88,Medium,20.82,Medium Risk,5.54,0,1,2.84,32.01,0.8307,24.99,0.52,0.3,0.82,65.11,Medium,Medium Risk,#fee08b,#fc8d59
207,"Hematology Dept, Enugu State University Teaching Hospital",OSM,Tertiary,Public,Enugu,7.494073,6.461937,948,51,0.0538,78.65,High,32.26,High Risk,2.37,0,1,1.28,3.45,0.7337,78.47,0.52,0.3,0.82,66.56,High,High Risk,#1a9850,#d73027
208,Holy Child Nursery & Primary,OSM,Senior Secondary,Private,Enugu,7.50914,6.481227,405,10,0.0247,71.45,High,17.36,Medium Risk,7.86,1,0,4.45,11.37,0.6719,98.0,0.52,0.3,0.82,68.86,High,Medium Risk,#1a9850,#fc8d59
209,Housing Estate Primary School,OSM,Junior Secondary,Public,Enugu,7.517894,6.481174,219,7,0.032,71.87,High,16.94,Medium Risk,5.34,0,1,2.77,11.36,0.6771,43.2,0.52,0.3,0.82,66.0,Medium,Medium Risk,#fee08b,#fc8d59
210,Magnet Nursery & Primary School,OSM,Junior Secondary,Public,Enugu,7.499558,6.461381,204,7,0.0343,76.61,High,26.56,High Risk,5.96,0,1,3.12,7.03,0.7354,52.47,0.52,0.3,0.82,65.69,Medium,Medium Risk,#fee08b,#fc8d59
211,"Pharmacy Dept, Enugu State University Teaching Hospital",OSM,Primary,Mission/Faith-based,Enugu,7.49381,6.461387,666,8,0.012,90.46,High,27.56,High Risk,4.79,0,0,1.69,4.98,0.8418,49.4,0.52,0.3,0.82,63.94,Medium,Medium Risk,#fee08b,#fc8d59
